;Identifiant du compteur;Nom du compteur;Identifiant du site de comptage;Nom du site de comptage;Comptage horaire;Date et heure de comptage;Date d'installation du site de comptage;Coordonnées géographiques;mois_annee_comptage;date_heure;annee;mois;jour;jour_sem;heure;Saisons;Lat;Lon;code_postal;degrés;pluie%;vent_kmh;coco
20;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;9.0;2022-01-01T09:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 09:00:00;2022;1;1;5;9;hiver;48.83504;2.33314;75014;8.2;98.0;7.6;Nuageux
21;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;65.0;2022-01-03T11:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 11:00:00;2022;1;3;0;11;hiver;48.83504;2.33314;75014;11.9;81.0;20.5;Pluie
22;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;59.0;2022-01-01T14:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 14:00:00;2022;1;1;5;14;hiver;48.83504;2.33314;75014;13.4;71.0;11.2;Clair
23;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;53.0;2022-01-03T12:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 12:00:00;2022;1;3;0;12;hiver;48.83504;2.33314;75014;12.4;80.0;20.5;Pluie
24;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;30.0;2022-01-01T17:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 17:00:00;2022;1;1;5;17;hiver;48.83504;2.33314;75014;11.1;84.0;9.4;Clair
25;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;58.0;2022-01-03T13:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 13:00:00;2022;1;3;0;13;hiver;48.83504;2.33314;75014;12.9;76.0;20.5;Pluie
26;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;18.0;2022-01-01T19:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 19:00:00;2022;1;1;5;19;hiver;48.83504;2.33314;75014;11.1;83.0;7.6;Clair
27;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;35.0;2022-01-03T15:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 15:00:00;2022;1;3;0;15;hiver;48.83504;2.33314;75014;12.1;88.0;11.2;Pluie
28;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;13.0;2022-01-01T21:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 21:00:00;2022;1;1;5;21;hiver;48.83504;2.33314;75014;9.6;87.0;7.6;Nuageux
29;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;41.0;2022-01-03T18:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 18:00:00;2022;1;3;0;18;hiver;48.83504;2.33314;75014;11.8;95.0;18.4;Pluie
30;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;3.0;2022-01-02T02:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-02 02:00:00;2022;1;2;6;2;hiver;48.83504;2.33314;75014;9.8;84.0;9.4;Nuageux
31;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;40.0;2022-01-03T19:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 19:00:00;2022;1;3;0;19;hiver;48.83504;2.33314;75014;11.9;92.0;22.3;Pluie
32;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;1.0;2022-01-02T05:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-02 05:00:00;2022;1;2;6;5;hiver;48.83504;2.33314;75014;10.0;81.0;9.4;Nuageux
33;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;18.0;2022-01-03T20:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 20:00:00;2022;1;3;0;20;hiver;48.83504;2.33314;75014;11.9;91.0;18.4;Pluie
34;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;43.0;2022-01-02T12:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-02 12:00:00;2022;1;2;6;12;hiver;48.83504;2.33314;75014;13.4;78.0;20.5;Nuageux
35;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;8.0;2022-01-03T21:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 21:00:00;2022;1;3;0;21;hiver;48.83504;2.33314;75014;12.0;90.0;18.4;Pluie
36;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;90.0;2022-01-02T15:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-02 15:00:00;2022;1;2;6;15;hiver;48.83504;2.33314;75014;14.2;75.0;16.6;Nuageux
37;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;2.0;2022-01-03T22:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 22:00:00;2022;1;3;0;22;hiver;48.83504;2.33314;75014;12.0;89.0;16.6;Pluie
38;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;20.0;2022-01-02T19:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-02 19:00:00;2022;1;2;6;19;hiver;48.83504;2.33314;75014;13.3;75.0;16.6;Nuageux
39;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;1.0;2022-01-04T01:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-04 01:00:00;2022;1;4;1;1;hiver;48.83504;2.33314;75014;11.4;95.0;13.0;Pluie
40;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;2.0;2022-01-02T22:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-02 22:00:00;2022;1;2;6;22;hiver;48.83504;2.33314;75014;12.7;74.0;24.1;Nuageux
41;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;0.0;2022-01-04T04:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-04 04:00:00;2022;1;4;1;4;hiver;48.83504;2.33314;75014;9.2;96.0;11.2;Pluie
42;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;3.0;2022-01-03T05:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 05:00:00;2022;1;3;0;5;hiver;48.83504;2.33314;75014;10.8;83.0;13.0;Nuageux
43;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;58.0;2022-01-04T13:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-04 13:00:00;2022;1;4;1;13;hiver;48.83504;2.33314;75014;9.4;89.0;11.2;Pluie
44;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;62.0;2022-01-03T07:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 07:00:00;2022;1;3;0;7;hiver;48.83504;2.33314;75014;11.0;83.0;14.8;Nuageux
45;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;9.0;2022-01-01T02:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 02:00:00;2022;1;1;5;2;hiver;48.83504;2.33314;75014;10.5;94.0;7.6;Nuageux
46;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;39.0;2022-01-04T16:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-04 16:00:00;2022;1;4;1;16;hiver;48.83504;2.33314;75014;9.6;83.0;9.4;Nuageux
47;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;105.0;2022-01-03T09:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 09:00:00;2022;1;3;0;9;hiver;48.83504;2.33314;75014;11.1;86.0;13.0;Nuageux
48;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;16.0;2022-01-01T04:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 04:00:00;2022;1;1;5;4;hiver;48.83504;2.33314;75014;9.6;95.0;7.6;Nuageux
49;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;12.0;2022-01-04T21:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-04 21:00:00;2022;1;4;1;21;hiver;48.83504;2.33314;75014;5.9;82.0;25.9;Pluie
50;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;58.0;2022-01-03T14:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 14:00:00;2022;1;3;0;14;hiver;48.83504;2.33314;75014;12.8;78.0;16.6;Pluie
51;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;5.0;2022-01-01T08:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 08:00:00;2022;1;1;5;8;hiver;48.83504;2.33314;75014;8.0;97.0;5.4;Nuageux
52;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;4.0;2022-01-04T23:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-04 23:00:00;2022;1;4;1;23;hiver;48.83504;2.33314;75014;4.7;73.0;13.0;Nuageux
53;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;33.0;2022-01-03T17:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 17:00:00;2022;1;3;0;17;hiver;48.83504;2.33314;75014;11.4;95.0;11.2;Pluie
54;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;14.0;2022-01-01T10:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 10:00:00;2022;1;1;5;10;hiver;48.83504;2.33314;75014;9.5;97.0;11.2;Clair
55;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;0.0;2022-01-05T03:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-05 03:00:00;2022;1;5;2;3;hiver;48.83504;2.33314;75014;3.3;75.0;11.2;Clair
56;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;1.0;2022-01-04T00:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-04 00:00:00;2022;1;4;1;0;hiver;48.83504;2.33314;75014;11.6;94.0;13.0;Pluie
57;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;29.0;2022-01-01T11:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 11:00:00;2022;1;1;5;11;hiver;48.83504;2.33314;75014;10.4;88.0;13.0;Clair
58;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;59.0;2022-01-05T07:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-05 07:00:00;2022;1;5;2;7;hiver;48.83504;2.33314;75014;2.7;79.0;11.2;Clair
59;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;1.0;2022-01-04T03:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-04 03:00:00;2022;1;4;1;3;hiver;48.83504;2.33314;75014;10.3;95.0;7.6;Pluie
60;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;40.0;2022-01-01T12:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 12:00:00;2022;1;1;5;12;hiver;48.83504;2.33314;75014;12.0;79.0;11.2;Clair
61;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;163.0;2022-01-05T09:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-05 09:00:00;2022;1;5;2;9;hiver;48.83504;2.33314;75014;2.8;82.0;13.0;Clair
62;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;1.0;2022-01-04T05:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-04 05:00:00;2022;1;4;1;5;hiver;48.83504;2.33314;75014;8.6;97.0;16.6;Pluie
63;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;52.0;2022-01-01T13:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 13:00:00;2022;1;1;5;13;hiver;48.83504;2.33314;75014;14.0;69.0;11.2;Clair
64;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;69.0;2022-01-05T11:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-05 11:00:00;2022;1;5;2;11;hiver;48.83504;2.33314;75014;5.2;72.0;11.2;Clair
65;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;7.0;2022-01-04T06:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-04 06:00:00;2022;1;4;1;6;hiver;48.83504;2.33314;75014;8.1;96.0;16.6;Pluie
66;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;69.0;2022-01-01T15:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 15:00:00;2022;1;1;5;15;hiver;48.83504;2.33314;75014;13.0;73.0;5.4;Clair
67;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;14.0;2022-01-05T22:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-05 22:00:00;2022;1;5;2;22;hiver;48.83504;2.33314;75014;4.4;75.0;9.4;Nuageux
68;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;37.0;2022-01-04T07:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-04 07:00:00;2022;1;4;1;7;hiver;48.83504;2.33314;75014;8.0;94.0;9.4;Pluie
69;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;58.0;2022-01-01T16:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 16:00:00;2022;1;1;5;16;hiver;48.83504;2.33314;75014;12.2;77.0;7.6;Clair
70;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;12.0;2022-01-05T23:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-05 23:00:00;2022;1;5;2;23;hiver;48.83504;2.33314;75014;4.2;77.0;7.6;Clair
71;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;44.0;2022-01-04T12:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-04 12:00:00;2022;1;4;1;12;hiver;48.83504;2.33314;75014;8.9;91.0;9.4;Pluie
72;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;28.0;2022-01-01T18:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 18:00:00;2022;1;1;5;18;hiver;48.83504;2.33314;75014;11.2;83.0;13.0;Clair
73;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;0.0;2022-01-06T01:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-06 01:00:00;2022;1;6;3;1;hiver;48.83504;2.33314;75014;3.2;82.0;9.4;Clair
74;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;36.0;2022-01-04T14:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-04 14:00:00;2022;1;4;1;14;hiver;48.83504;2.33314;75014;9.7;86.0;11.2;Pluie
75;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;8.0;2022-01-01T22:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 22:00:00;2022;1;1;5;22;hiver;48.83504;2.33314;75014;9.8;85.0;11.2;Clair
76;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;4.0;2022-01-06T02:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-06 02:00:00;2022;1;6;3;2;hiver;48.83504;2.33314;75014;2.4;86.0;7.6;Clair
77;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;51.0;2022-01-04T15:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-04 15:00:00;2022;1;4;1;15;hiver;48.83504;2.33314;75014;9.7;84.0;11.2;Nuageux
78;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;9.0;2022-01-01T23:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 23:00:00;2022;1;1;5;23;hiver;48.83504;2.33314;75014;9.9;83.0;9.4;Clair
79;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;0.0;2022-01-06T04:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-06 04:00:00;2022;1;6;3;4;hiver;48.83504;2.33314;75014;2.0;87.0;7.6;Clair
80;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;58.0;2022-01-04T17:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-04 17:00:00;2022;1;4;1;17;hiver;48.83504;2.33314;75014;8.9;73.0;22.3;Nuageux
81;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;0.0;2022-01-02T03:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-02 03:00:00;2022;1;2;6;3;hiver;48.83504;2.33314;75014;10.1;82.0;14.8;Nuageux
82;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;63.0;2022-01-06T07:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-06 07:00:00;2022;1;6;3;7;hiver;48.83504;2.33314;75014;2.1;88.0;5.4;Clair
83;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;33.0;2022-01-04T20:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-04 20:00:00;2022;1;4;1;20;hiver;48.83504;2.33314;75014;7.8;78.0;18.4;Pluie
84;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;1.0;2022-01-02T04:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-02 04:00:00;2022;1;2;6;4;hiver;48.83504;2.33314;75014;10.0;81.0;11.2;Nuageux
85;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;49.0;2022-01-06T12:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-06 12:00:00;2022;1;6;3;12;hiver;48.83504;2.33314;75014;5.8;71.0;5.4;Nuageux
86;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;15.0;2022-01-04T22:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-04 22:00:00;2022;1;4;1;22;hiver;48.83504;2.33314;75014;4.8;74.0;24.1;Pluie
87;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;3.0;2022-01-02T06:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-02 06:00:00;2022;1;2;6;6;hiver;48.83504;2.33314;75014;10.4;78.0;7.6;Nuageux
88;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;50.0;2022-01-06T13:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-06 13:00:00;2022;1;6;3;13;hiver;48.83504;2.33314;75014;7.1;63.0;7.6;Nuageux
89;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;0.0;2022-01-05T00:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-05 00:00:00;2022;1;5;2;0;hiver;48.83504;2.33314;75014;4.5;75.0;16.6;Nuageux
90;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;39.0;2022-01-02T10:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-02 10:00:00;2022;1;2;6;10;hiver;48.83504;2.33314;75014;12.5;78.0;5.4;Nuageux
